fullName_E;sdnType_E;program_E;city_E;country_E
JOINT STOCK COMPANY PROGRESS ARSENYEV AVIATION COMPANY;Entity;RUSSIA-EO14024;Arsenyev;Russia
JOINT STOCK COMPANY DAGDIZEL PLANT;Entity;RUSSIA-EO14024;Kaspiysk;Russia
JOINT STOCK COMPANY REDUCTOR - PM;Entity;RUSSIA-EO14024;Perm;Russia
JOINT STOCK COMPANY NATIONAL HELICOPTER CENTER MIL AND KAMOV;Entity;RUSSIA-EO14024;Moscow;Russia
OBSHCHESTVO S OGRANICHENNOI OTVETSVENNOSTYU VR-RESURS;Entity;RUSSIA-EO14024;Shchelkovo;Russia
ROSTOV HELICOPTER PRODUCTION COMPLEX;Entity;RUSSIA-EO14024;Rostov-Na-Donu;Russia
JOINT STOCK COMPANY STUPINO ENGINEERING PRODUCTIVE ENTERPRISE;Entity;RUSSIA-EO14024;Stupino;Russia
JOINT STOCK COMPANY RESEARCH AND DESIGN INSTITUTE SEA THERMAL ENGINEERING;Entity;RUSSIA-EO14024;Lomonosov;Russia
AKTSIONERNOE OBSHCHESTVO VERKHNEUFALEISKII ZAVOD URALELEMENT;Entity;RUSSIA-EO14024;Verkhniy Ufaley;Russia
AKTSIONERNOE OBSHCHESTVO ELEKTROTYAGA;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
TUPOLEV PUBLIC JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY KAPO-AVTOTRANS;Entity;RUSSIA-EO14024;Kazan;Russia
LIMITED LIABILITY COMPANY KAPO-ZHILBILTSERVIS;Entity;RUSSIA-EO14024;Kazan;Russia
IRKUT CORPORATION JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
ENERGOTSENTR IRKUT;Entity;RUSSIA-EO14024;Irkutsk;Russia
IRKUT-AVTOTRANS;Entity;RUSSIA-EO14024;Irkutsk;Russia
IRKUT-REMSTROI;Entity;RUSSIA-EO14024;Irkutsk;Russia
IRKUT-STANKO SERVICE;Entity;RUSSIA-EO14024;Irkutsk;Russia
RAPART SERVISEZ;Entity;RUSSIA-EO14024;Moscow;Russia
SPORTIVNO-OZDOROVITELNYI TSENTR IRKUT-ZENIT;Entity;RUSSIA-EO14024;Irkutsk;Russia
THE LIMITED LIABILITY COMPANY NETWORKING COMPANY IRKUT;Entity;RUSSIA-EO14024;Irkutsk;Russia
TIPOGRAFIYA IRKUT;Entity;RUSSIA-EO14024;Irkutsk;Russia
JOINT STOCK COMPANY MIKRON;Entity;RUSSIA-EO14024;Zelenograd;Russia
MOLECULAR ELECTRONICS RESEARCH INSTITUTE, JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Zelenograd;Russia
QUANTLOG OY;Entity;CYBER2;Helsinki;Finland
OPEN JOINT STOCK COMPANY ILYUSHIN AVIATION COMPLEX;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY ILYUSHIN FINANCE COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
P.B. SADR CO.;Entity;IFSR;Tehran;Iran
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU LUCHANO;Entity;RUSSIA-EO14024;Kazan;Russia
SINA COMPOSITE DELIJAN COMPANY;Entity;IFSR;Tehran;Iran
SAYEHBAN SEPEHR DELIJAN;Entity;IFSR;Delijan;Iran
JESTAR SANAT DELIJAN;Entity;IFSR;Tehran;Iran
BASLAM NAKLIYAT VE DIS TICARET LTD STI;Entity;SDGT;Istanbul;Turkey
BASLAM PETROL SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
SAMED PETROL VE ENERJI DIS TICARET LIMITED SIRKETI;Entity;SDGT;Istanbul;Turkey
ASB GROUP OF COMPANIES LIMITED;Entity;SDGT;NULL;Gibraltar
ASB GRUP ENERJI SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
SOM PETROL TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
SOM OVERSEAS PETROLEUM ENERJI SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
TURANG TRANSIT TASIMACILIK ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
CTAT GIDA VE SAGLIK URUNLERI SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
CHINA HAOKUN ENERGY LIMITED;Entity;IFSR;Hong Kong;China
HAOKUN ENERGY GROUP COMPANY LIMITED;Entity;SDGT;Beijing;China
FUJIE PETROCHEMICAL ZHOUSHAN CO., LTD.;Entity;SDGT;Zhoushan;China
SHANDONG SEA RIGHT PETROCHEMICAL CO., LTD.;Entity;IFSR;Rizhao;China
PETRO CHINA PARS CO.;Entity;IFSR;Tehran;Iran
GARANTEX EUROPE OU;Entity;RUSSIA-EO14024;Tallinn;Estonia
JSC 33 SHIPYARD;Entity;RUSSIA-EO14024;Baltiysk;Russia
JOINT STOCK COMPANY ADMIRALTY SHIPYARDS;Entity;RUSSIA-EO14024;St. Petersburg;Russia
PUBLIC JOINT STOCK COMPANY KRASNOYE SORMOVO SHIPYARD;Entity;RUSSIA-EO14024;Nizhnynovgorod;Russia
TURKOCA IMPORT EXPORT TRANSIT CO., LTD.;Entity;IFSR;Seoul;Korea, South
BALTIC SHIPYARD JSC;Entity;RUSSIA-EO14024;St. Petersburg;Russia
JOINT STOCK COMPANY CENTRAL DESIGN BUREAU FOR MARINE ENGINEERING RUBIN;Entity;RUSSIA-EO14024;Saint-Petersburg;Russia
JOINT STOCK COMPANY RESEARCH DESIGN AND TECHNOLOGICAL BUREAU ONEGA;Entity;RUSSIA-EO14024;Severodvinsk;Russia
PUBLIC JOINT STOCK COMPANY VYBORG SHIPYARD;Entity;RUSSIA-EO14024;Vyborg, Vyborgsky District;Russia
UNITED SHIPBUILDING CORPORATION JSC AYSBERG CENTRAL DESIGN BUILDING;Entity;RUSSIA-EO14024;St. Petersburg;Russia
JOINT STOCK COMPANY THE ST. PETERSBURG'S SEA BUREAU OF MECHANICAL ENGINEERING MALACHITE;Entity;RUSSIA-EO14024;Saint-Petersburg;Russia
LIMITED LIABILITY COMPANY KASPIYSKAYA ENERGIYA ADMINISTRATION OFFICE;Entity;RUSSIA-EO14024;Astrakhan;Russia
PUBLIC JOINT STOCK COMPANY SHIPBUILDING PLANT SEVERNAYA VERF;Entity;RUSSIA-EO14024;St. Petersburg;Russia
JOINT STOCK COMPANY NORTHERN PRODUCTION ASSOCIATION ARKTIKA;Entity;RUSSIA-EO14024;Severodvinsk;Russia
ANKA ENERJI URETIM SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;NULL;Turkey
JOINT STOCK COMPANY SREDNE-NEVSKY SHIPYARD;Entity;RUSSIA-EO14024;St. Petersburg;Russia
JOINT STOCK COMPANY 10 ORDENA TRUDOVOGO KRASNOGO ZNAMENI DOCKYARD;Entity;RUSSIA-EO14024;Polyarny;Russia
SEVERNOE DESIGN BUREAU JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;St. Petersburg;Russia
JOINT STOCK COMPANY PRODUCTION ASSOCIATION NORTHERN MACHINE-BUILDING ENTERPRISE;Entity;RUSSIA-EO14024;Severodvinsk;Russia
JOINT PUBLIC STOCK COMPANY NEVSKOE DESIGN BUREAU;Entity;RUSSIA-EO14024;Saint-Petersburg;Russia
JOINT STOCK COMPANY SVETLOVSKY ENTERPRISE ERA;Entity;RUSSIA-EO14024;NULL;Russia
ALMAZ CENTRAL MARINE DESIGN BUREAU JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Saint-Petersburg;Russia
JOINT STOCK COMPANY BALTIC SHIPBUILDING PLANT YANTAR;Entity;RUSSIA-EO14024;Kaliningrad;Russia
PUBLIC JOINT STOCK COMPANY AMURSKY SHIPBUILDING PLANT;Entity;RUSSIA-EO14024;Komsomolsk-On-Amur;Russia
GENT ELEKTRIK ENERJISI TOPTAN SATIS ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
JOINT STOCK COMPANY SHIPREPAIRING CENTER ZVYOZDOCHKA;Entity;RUSSIA-EO14024;Severodvinsk;Russia
PUBLIC JOINT STOCK COMPANY PROLETARSKY ZAVOD;Entity;RUSSIA-EO14024;St. Petersburg;Russia
GENT PETROL VE DIS TICARET LIMITED SIRKETI;Entity;SDGT;Istanbul;Turkey
JOINT STOCK COMPANY KHABAROVSK SHIPBUILDING YARD;Entity;RUSSIA-EO14024;Khabarovsk;Russia
ELVEGARD SHIPPING LTD;Entity;SDGT;Lucknow;India
MS ULUSLARARASI ENERJI YATIRIM ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
AKTAU PETROL TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
ALAN ENERJI URETIM SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;NULL;Turkey
PERLITE INSAAT SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
ANATOLIAN ULUSLARARASI ENERJI YATIRIM ANONIM SIRKETI;Entity;SDGT;NULL;Turkey
SOMAS ENERJI SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
ASL ENERJI SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
CGN TRADE FZE;Entity;SDGT;Sharjah;United Arab Emirates
ASKA ENERJI TOPTAN SATIS SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;NULL;Turkey
BYLAN ULUSLARARASI TICARET VE GAYRIMENKUL SANAYI ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
CONCEPTO SCREEN SAL OFF-SHORE;Entity;SDGT;Beirut;Lebanon
JOINT STOCK COMPANY SHIPBUILDING PLANT LOTOS;Entity;RUSSIA-EO14024;NULL;Russia
FEDERAL STATE UNITARY ENTERPRISE KRONSHTADTSKYY MORSKOY FACTORY MINOBORONY ROSSII;Entity;RUSSIA-EO14024;St. Petersburg;Russia
JOINT STOCK COMPANY SUDOEXPORT;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY DESIGN OFFICE FOR SHIPBUILDING VYMPEL;Entity;RUSSIA-EO14024;Nizhny Novgorod;Russia
ANTI-GLOBALIZATION MOVEMENT OF RUSSIA;Entity;RUSSIA-EO14024;Moscow;Russia
IONOV TRANSKONTINENTAL, OOO;Entity;RUSSIA-EO14024;Moscow;Russia
STOP-IMPERIALISM GLOBAL INFORMATION AGENCY;Entity;RUSSIA-EO14024;Moscow;Russia
HYDRA MARKET;Entity;CYBER2;NULL;Russia
AGENT DE ASIGURARE LIDER ASIG SOCIETATE CU RASPUNDERE LIMITATA;Entity;RUSSIA-EO14024;Chisinau;Moldova
ORGANIZATIA DE CREDITARE NEBANCARA LIDER LEASING SRL;Entity;RUSSIA-EO14024;Chisinau;Moldova
OKAF TRADING SOCIETATEA CU RASPUNDERE LIMITATA;Entity;RUSSIA-EO14024;Chisinau;Moldova
SOCIETATEA CU RASPUNDERE LIMITATA PROJECT INVEST COMPANY;Entity;RUSSIA-EO14024;Chisinau;Moldova
MGI PTE LTD;Entity;RUSSIA-EO14024;Singapore;Singapore
UNCHON TRADING CORPORATION;Entity;NPWMD;NULL;Korea, North
SUNGNISAN TRADING CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
HAPJANGGANG TRADING CORPORATION;Entity;NPWMD;NULL;Korea, North
KOREA ROUNSAN TRADING CORPORATION;Entity;NPWMD;NULL;Korea, North
TESHILOVO OOO;Entity;RUSSIA-EO14024;Serpukhov;Russia
SPETSINVESTSERVIS OOO;Entity;RUSSIA-EO14024;Moscow;Russia
TSARGRAD OOO;Entity;RUSSIA-EO14024;Moscow;Russia
ANALITICHESKI TSENTR KATEKHON OOO;Entity;RUSSIA-EO14024;Moscow;Russia
IMENIE TSARGRAD OOO;Entity;RUSSIA-EO14024;Moscow;Russia
TSARGRAD-MEDIA OOO;Entity;RUSSIA-EO14024;Moscow;Russia
KURORT LIVADIYA OOO;Entity;RUSSIA-EO14024;Livadia;Ukraine
TSARGRAD PARK OOO;Entity;RUSSIA-EO14024;Serpukhov;Russia
KURORT TSARGRAD SPAS-TESHILOVO OOO;Entity;RUSSIA-EO14024;Serpukhov;Russia
ZARECHE-OKA OOO;Entity;RUSSIA-EO14024;Serpukhov;Russia
PROIZVODSTVENNO-STROITELNAYA KOMPANIYA SNM;Entity;RUSSIA-EO14024;Serpukhov;Russia
IMPERIYA 19-31 OOO;Entity;RUSSIA-EO14024;Stupino;Russia
EKOFERMA ZARECHE OOO;Entity;RUSSIA-EO14024;Serpukhov;Russia
TSARGRAD-KULTURA OOO;Entity;RUSSIA-EO14024;Moscow;Russia
KONTUR OOO;Entity;RUSSIA-EO14024;Stupino;Russia
TUREYA OOO;Entity;RUSSIA-EO14024;Moscow;Russia
I.C.I.C. KFT.;Entity;BALKANS-EO14033;Pecel;Hungary
JOINT STOCK COMPANY MARSHAL.GLOBAL;Entity;RUSSIA-EO14024;Moscow;Russia
AUTONOMOUS NONCOMMERCIAL ORGANIZATION FOR THE STUDY AND DEVELOPMENT OF INTERNATIONAL COOPERATION IN THE ECONOMIC SPHERE INTERNATIONAL AGENCY OF SOVEREIGN DEVELOPMENT;Entity;RUSSIA-EO14024;Moscow;Russia
ALL-RUSSIAN PUBLIC ORGANIZATION SOCIETY FOR THE PROMOTION OF RUSSIAN HISTORICAL DEVELOPMENT TSARGRAD;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY VLADEKS KHOLDING;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY VLADEKS;Entity;RUSSIA-EO14024;Vladivostok;Russia
LIMITED LIABILITY COMPANY RUSSIAN DIGITAL SOLUTIONS;Entity;RUSSIA-EO14024;Moscow;Russia
ADVANCED RESEARCH FOUNDATION;Entity;RUSSIA-EO14024;Moscow;Russia
SOVREMENNYE TEKHNOLOGII LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY SBERBANK TECHNOLOGIES;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY LOYALTY PROGRAMS CENTER;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY BUSINESS ENVIRONMENT;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY SBERBANK SERVICE;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY KORUS CONSULTING CIS;Entity;RUSSIA-EO14024;St. Petersburg;Russia
LIMITED LIABILITY COMPANY RUTARGET;Entity;RUSSIA-EO14024;St. Petersburg;Russia
LIMITED LIABILITY COMPANY SBERBANK REAL ESTATE CENTER;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY DIGITAL TECHNOLOGIES;Entity;RUSSIA-EO14024;Moscow;Russia
SBER LEGAL LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
BARUS LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY STRATEGY PARTNERS GROUP;Entity;RUSSIA-EO14024;Moscow;Russia
SBER VOSTOK LIMITED LIABILITY PARTNERSHIP;Entity;RUSSIA-EO14024;Almaty;Kazakhstan
BANKRUPTCY TECHNOLOGY CENTER LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY UNITED CREDIT BUREAU;Entity;RUSSIA-EO14024;Moscow;Russia
PUBLIC JOINT STOCK COMPANY UNITED AIRCRAFT CORPORATION;Entity;RUSSIA-EO14024;Moscow;Russia
PUBLIC JOINT STOCK COMPANY TAGANROG AVIATION SCIENTIFIC-TECHNICAL COMPLEX N.A. G.M. BERIEV;Entity;RUSSIA-EO14024;Taganrog;Russia
JOINT STOCK COMPANY FLIGHT RESEARCH INSTITUTE N.A. M.M. GROMOV;Entity;RUSSIA-EO14024;Zhukovskiy;Russia
BITRIVER AG;Entity;RUSSIA-EO14024;Zug;Switzerland
OOO MANAGEMENT COMPANY BITRIVER;Entity;RUSSIA-EO14024;Moscow;Russia
OOO BITRIVER RUS;Entity;RUSSIA-EO14024;Bratsk;Russia
LIMITED LIABILITY COMPANY FIRDAWS;Entity;RUSSIA-EO14024;Grozny;Russia
OOO EVEREST GRUP;Entity;RUSSIA-EO14024;Petrozavodsk;Russia
OOO SIBIRSKIE MINERALY;Entity;RUSSIA-EO14024;Ak-Dovurak;Russia
OOO TUVAASBEST;Entity;RUSSIA-EO14024;Ak-Dovurak;Russia
OOO TORGOVY DOM ASBEST;Entity;RUSSIA-EO14024;Petrozavodsk;Russia
OOO BITRIVER-B;Entity;RUSSIA-EO14024;NULL;Russia
OOO BITRIVER-K;Entity;RUSSIA-EO14024;Zheleznogorsk;Russia
OOO BITRIVER-NORTH;Entity;RUSSIA-EO14024;Norilsk;Russia
OOO BITRIVER-TURMA;Entity;RUSSIA-EO14024;Turma;Russia
PUBLIC JOINT STOCK COMPANY ROSBANK;Entity;RUSSIA-EO14024;Moscow;Russia
AKTSIONERNOE OBSHCHESTVO NATSIONALNAYA INZHINIRINGOVAYA KORPORATSIYA;Entity;RUSSIA-EO14024;St. Petersburg;Russia
OOO AQUA SOLID;Entity;RUSSIA-EO14024;Moscow;Russia
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU FERTOING;Entity;RUSSIA-EO14024;St. Petersburg;Russia
OOO EKOGRUPP;Entity;RUSSIA-EO14024;Moscow;Russia
OOO INZHINIRING.RF;Entity;RUSSIA-EO14024;Moscow;Russia
OOO INNOVATSII SVETA;Entity;RUSSIA-EO14024;Moscow;Russia
OOO KHARTIYA;Entity;RUSSIA-EO14024;Moscow;Russia
OOO BM PROEKT-EKOLOGIYA;Entity;RUSSIA-EO14024;Moscow;Russia
OOO MEZHMUNITSIPALNOE ATP;Entity;RUSSIA-EO14024;Udachny;Russia
OOO AGRO-REGION;Entity;RUSSIA-EO14024;Khimki;Russia
OOO REGION-COMFORT;Entity;RUSSIA-EO14024;Krasnogorsk;Russia
OOO KOMPANIYA ZOLOTOI VEK;Entity;RUSSIA-EO14024;Moscow;Russia
SC SOUTH LLC;Entity;RUSSIA-EO14024;Novorossiysk;Russia
LIMITED LIABILITY COMPANY PROMTEKHNOLOGIYA;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY MOSCOW INDUSTRIAL BANK;Entity;RUSSIA-EO14024;Moscow;Russia
KONTRAKT OOO;Entity;RUSSIA-EO14024;Moscow;Russia
EKSPLUATIRUYUSHCHAYA KOMPANIYA TSENTR OOO;Entity;RUSSIA-EO14024;Groznyy;Russia
AGROPROMYSHLENNY KOMPLEKS VORONEZHSKI OOO;Entity;RUSSIA-EO14024;Kuzminskoye;Russia
ANNINSKII ELEVATOR OOO;Entity;RUSSIA-EO14024;Anna;Russia
AUDITKONSALT OOO;Entity;RUSSIA-EO14024;Moscow;Russia
DVE STOLITSY OOO;Entity;RUSSIA-EO14024;Moscow;Russia
BELINVESTSTROI OOO;Entity;RUSSIA-EO14024;Belgorod;Russia
LADOGA OOO;Entity;RUSSIA-EO14024;Moscow;Russia
NEKOMMERCHESKAYA ORGANIZATSIYA FOND KHIMICHESKOE RAZORUZHENIE I KONVERSIYA;Entity;RUSSIA-EO14024;Moscow;Russia
AZOVSKAYA ZERNOVAYA KOMPANIYA OOO;Entity;RUSSIA-EO14024;Azov;Russia
JOINT STOCK COMPANY NORTHERN SHIPPING COMPANY;Entity;RUSSIA-EO14024;Arkhangelsk;Russia
TRANSMORFLOT LLC;Entity;RUSSIA-EO14024;Akhtynskiy District;Russia
NORD PROJECT LLC TRANSPORT COMPANY;Entity;RUSSIA-EO14024;Arkhangelsk;Russia
M LEASING LLC;Entity;RUSSIA-EO14024;Moscow;Russia
MARINE TRANS SHIPPING LLC;Entity;RUSSIA-EO14024;Astrakhan;Russia
BLENDER.IO;Entity;CYBER2;NULL;NULL
CENTRAL ELECTION COMMISSION OF THE RUSSIAN FEDERATION;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY NTV BROADCASTING COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
TELEVISION STATION RUSSIA-1;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY CHANNEL ONE RUSSIA;Entity;RUSSIA-EO14024;Moscow;Russia
IMPERIAL YACHTS SARL;Entity;RUSSIA-EO14024;NULL;Monaco
OOO NORD MARINE;Entity;RUSSIA-EO14024;Moscow;Russia
OOO YAKHT-TREID;Entity;RUSSIA-EO14024;Moscow;Russia
OOO BILDING MENEDZHMENT;Entity;RUSSIA-EO14024;Moscow;Russia
OOO NORD MARIN INZHINIRING;Entity;RUSSIA-EO14024;Moscow;Russia
UNITED GENERAL HOLDING SAL;Entity;SDGT;Chiah;Lebanon
UNITED GENERAL OFFSHORE SAL;Entity;SDGT;Baabda;Lebanon
UNITED GENERAL SERVICES SARL;Entity;SDGT;Al-Ghubeirah;Lebanon
UNITED GENERAL CONTRACTING COMPANY SARL;Entity;SDGT;Chiyah;Lebanon
AL MOUKHTAR PRODUCTS CO. SARL;Entity;SDGT;Baabda;Lebanon
FOCUS COMPANY SARL;Entity;SDGT;Chiah;Lebanon
FOCUS MEDIA COMPANY SAL OFFSHORE;Entity;SDGT;Beirut;Lebanon
UNITED INTERNATIONAL EXHIBITION COMPANY SARL;Entity;SDGT;Baabda;Lebanon
RPP LIMITED LIABILITY COMPANY;Entity;SDGT;Moscow;Russia
SCF MANAGEMENT SERVICES CYPRUS LTD;Entity;RUSSIA-EO14024;Neapolis;Cyprus
IRONSTONE MARINE INVESTMENTS;Entity;RUSSIA-EO14024;Limassol;Cyprus
JSC ARGUMENT;Entity;RUSSIA-EO14024;Moscow;Russia
BUMERZ DENIZCILIK VE TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
O'NEILL ASSETS CORPORATION;Entity;RUSSIA-EO14024;NULL;Cayman Islands
RAIN TRADE GIDA IC VE DIS TICARET LIMITED SIRKETI;Entity;IFSR;Istanbul;Turkey
OGC-VICTORIA HOLDING LTD;Entity;SDGT;Limassol;Cyprus
ZAMANOIL DMCC;Entity;SDGT;Dubai;United Arab Emirates
NON-PROFIT PARTNERSHIP REVIVAL OF MARITIME TRADITIONS;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
LIMITED LIABILITY CORPORATION GELIOS;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
ANDA COMPANY;Entity;SDGT;NULL;Saudi Arabia
SIDAR COMPANY;Entity;SDGT;Algiers;Algeria
TREND GYO;Entity;SDGT;Istanbul;Turkey
AL ROWAD REAL ESTATE DEVELOPMENT;Entity;SDGT;West Khartoum;Sudan
AGROGATE HOLDING;Entity;SDGT;NULL;Sudan
ITQAN REAL ESTATE JSC;Entity;SDGT;Sharjah;United Arab Emirates
SEVERGROUP LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Cherepovets;Russia
PUBLIC JOINT STOCK COMPANY SEVERSTAL;Entity;RUSSIA-EO14024;Cherepovets;Russia
LIMITED LIABILITY COMPANY ALGORITM;Entity;RUSSIA-EO14024;Cherepovets;Russia
NORD GOLD PLC;Entity;RUSSIA-EO14024;London;United Kingdom
FAR EASTERN BANK;Entity;DPRK3;Vladivostok;Russia
AIR KORYO TRADING CORPORATION;Entity;NPWMD;Dandong;China
RAMENSKOYE DESIGN COMPANY JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Ramenskoye;Russia
JSC ALL RUSSIAN RESEARCH INSTITUTE OF RADIO ENGINEERING;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY NAUCHNO-PROIZVODSTVENNOYE OBYEDINENIYE RADIOVOLNA;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
MOSCOW INSTITUTE OF ELECTROMECHANICS AND AUTOMATICS JSC;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY MACHINE-BUILDING ENGINEERING OFFICE FAKEL NAMED AFTER AKADEMIKA P. D. GRUSHINA;Entity;RUSSIA-EO14024;Khimki;Russia
JOINT STOCK COMPANY RADIOZAVOD;Entity;RUSSIA-EO14024;Penza;Russia
JSC SCIENTIFIC AND PRODUCTION ASSOCIATION OF ELECTRO MECHANIC;Entity;RUSSIA-EO14024;Miass;Russia
JOINT STOCK COMPANY ARZAMASSKY PRIBOROSTROITELNY ZAVOD IMENI PLANDINA;Entity;RUSSIA-EO14024;Arzamas;Russia
JOINT STOCK COMPANY NORTH WESTERN REGIONAL CENTER OF ALMAZ ANTEY CONCERN OBUKHOVSKY PLANT;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
EMPRESA NICARAGUENSE DE MINAS;Entity;NICARAGUA;Managua;Nicaragua
JOINT STOCK COMPANY VAKUUM.RU;Entity;RUSSIA-EO14024;Zelenograd;Russia
BY TRADE OU;Entity;RUSSIA-EO14024;Tallinn;Estonia
INTERREGIONAL SOCIAL ORGANIZATION UNION OF DONBAS VOLUNTEERS;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY RYAZAN STATE INSTRUMENT MAKING ENTERPRISE;Entity;RUSSIA-EO14024;Ryazan;Russia
JOINT STOCK COMPANY PRODUCTION ASSOCIATION STRELA;Entity;RUSSIA-EO14024;Orenburg;Russia
JOINT STOCK COMPANY CORPORATION MOSCOW INSTITUTE OF HEAT TECHNOLOGY;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY RAMENSKY INSTRUMENT ENGINEERING PLANT;Entity;RUSSIA-EO14024;Ramenskoye;Russia
KRYLOV STATE SCIENTIFIC CENTER FEDERAL STATE UNITARY ENTERPRISE;Entity;RUSSIA-EO14024;St. Petersburg;Russia
FEDERAL SERVICE FOR MILITARY-TECHNICAL COOPERATION;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY SHIPBUILDING CORPORATION AK BARS;Entity;RUSSIA-EO14024;Zelenodolsk;Russia
JOINT STOCK COMPANY RESEARCH AND PRODUCTION ENTERPRISE RADAR MMS;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
JOINT STOCK COMPANY RESEARCH INSTITUTE POLYUS OF M.F. STELMAKH;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY OBNINSK RESEARCH AND PRODUCTION ENTERPRISE TECHNOLOGIYA NAMED AFTER A. G. ROMASHIN;Entity;RUSSIA-EO14024;Obninsk;Russia
JOINT STOCK COMPANY PERMSKIY ZAVOD MASHINOSTROITEL;Entity;RUSSIA-EO14024;Perm;Russia
LIMITED LIABILITY COMPANY RSB-GROUP;Entity;RUSSIA-EO14024;Moskva;Russia
LIMITED LIABILITY COMPANY PRIVATE SECURITY ORGANIZATION RSB-GROUP;Entity;RUSSIA-EO14024;Moskva;Russia
JOINT STOCK COMPANY INFORMATION SECURITY REFORM;Entity;RUSSIA-EO14024;Moscow;Russia
KALUGA RESEARCH INSTITUTE OF RADIO ENGINEERING JSC;Entity;RUSSIA-EO14024;Zhukov;Russia
AVIAAVTOMATIKA NAMED AFTER V. TARASOV JSC;Entity;RUSSIA-EO14024;Kursk;Russia
JOINT STOCK COMPANY RESEARCH AND DEVELOPMENT ENTERPRISE ALMAZ;Entity;RUSSIA-EO14024;Saratov;Russia
JOINT STOCK COMPANY CENTER OF RESEARCH AND TECHNOLOGY SERVICES DINAMIKA;Entity;RUSSIA-EO14024;Zhukovsky;Russia
